Titel: 
Gebruikersnaam: 
Periode aangevraagd: 01/01/1800-10/06/2017
Datum: 10/06/2017
Referentie: Maaiveld (MV)


LOCATIE,FILTERNUMMER,EXTERNE AANDUIDING,X-COORDINAAT,Y-COORDINAAT,MAAIVELD NAP,GESCHAT,MEETPUNT NAP,BOVENKANT FILTER,ONDERKANT FILTER,START DATUM,EIND DATUM
B25A1581,001,1976/04/14 00:00:00,,
B25A1581,001,1976/04/28 00:00:00,,
B25A1581,001,1976/05/14 00:00:00,,
B25A1581,001,1976/08/28 00:00:00,,
B25A1581,001,1976/09/14 00:00:00,,
B25A1581,001,1976/09/28 00:00:00,,
B25A1581,001,1976/10/14 00:00:00,,
B25A1581,001,1976/10/28 00:00:00,,
B25A1581,001,1976/11/14 00:00:00,,
B25A1581,001,1976/11/28 00:00:00,,
B25A1581,001,1976/12/14 00:00:00,,
B25A1581,001,1976/12/28 00:00:00,,
B25A1581,001,1977/01/14 00:00:00,,
B25A1581,001,1977/01/28 00:00:00,,
B25A1581,001,1977/02/14 00:00:00,,
B25A1581,001,1977/02/28 00:00:00,,
B25A1581,001,1977/03/14 00:00:00,,
B25A1581,001,1977/03/28 00:00:00,,
B25A1581,001,1977/04/14 00:00:00,,
B25A1581,001,1977/04/28 00:00:00,,
B25A1581,001,1977/05/14 00:00:00,,
B25A1581,001,1977/05/28 00:00:00,,
B25A1581,001,1977/06/14 00:00:00,,
B25A1581,001,1977/06/28 00:00:00,,
B25A1581,001,1977/07/14 00:00:00,,
B25A1581,001,1977/07/28 00:00:00,,
B25A1581,001,1977/08/14 00:00:00,,
B25A1581,001,1977/08/28 00:00:00,,
B25A1581,001,1977/09/14 00:00:00,,
B25A1581,001,1977/09/28 00:00:00,,
B25A1581,001,1977/10/14 00:00:00,,
B25A1581,001,1977/10/28 00:00:00,,
B25A1581,001,1977/11/14 00:00:00,,
B25A1581,001,1977/11/28 00:00:00,,
B25A1581,001,1977/12/14 00:00:00,,
B25A1581,001,1977/12/28 00:00:00,,
B25A1581,001,1978/01/14 00:00:00,,
B25A1581,001,1978/01/28 00:00:00,,
B25A1581,001,1978/02/14 00:00:00,,
B25A1581,001,1978/02/28 00:00:00,,
B25A1581,001,1978/03/14 00:00:00,,
B25A1581,001,1978/03/28 00:00:00,,
B25A1581,001,1978/04/14 00:00:00,,
B25A1581,001,1978/04/28 00:00:00,,
B25A1581,001,1978/05/14 00:00:00,,
B25A1581,001,1978/05/28 00:00:00,,
B25A1581,001,1978/06/14 00:00:00,,
B25A1581,001,1978/06/28 00:00:00,,
B25A1581,001,1978/07/14 00:00:00,,
B25A1581,001,1978/07/28 00:00:00,,
B25A1581,001,1978/08/14 00:00:00,,
B25A1581,001,1978/08/28 00:00:00,,
B25A1581,001,1978/09/14 00:00:00,,
B25A1581,001,1978/09/28 00:00:00,,
B25A1581,001,1978/10/14 00:00:00,,
B25A1581,001,1978/10/28 00:00:00,,
B25A1581,001,1978/11/14 00:00:00,,
B25A1581,001,1978/11/28 00:00:00,,
B25A1581,001,1978/12/14 00:00:00,,
B25A1581,001,1978/12/28 00:00:00,,
B25A1581,001,1979/01/14 00:00:00,,
B25A1581,001,1979/01/28 00:00:00,,
B25A1581,001,1979/02/14 00:00:00,,Y
B25A1581,001,1979/02/28 00:00:00,,
B25A1581,001,1979/03/14 00:00:00,,
B25A1581,001,1979/03/28 00:00:00,,
B25A1581,001,1979/04/14 00:00:00,,
B25A1581,001,1979/04/28 00:00:00,,
B25A1581,001,1979/05/14 00:00:00,,
B25A1581,001,1979/05/28 00:00:00,,
B25A1581,001,1979/06/14 00:00:00,,
B25A1581,001,1979/06/28 00:00:00,,
B25A1581,001,1979/07/14 00:00:00,,
B25A1581,001,1979/07/28 00:00:00,,
B25A1581,001,1979/08/14 00:00:00,,
B25A1581,001,1979/08/28 00:00:00,,
B25A1581,001,1979/09/14 00:00:00,,
B25A1581,001,1979/09/28 00:00:00,,
B25A1581,001,1979/10/14 00:00:00,,
B25A1581,001,1979/10/28 00:00:00,,
B25A1581,001,1979/11/14 00:00:00,,
B25A1581,001,1979/11/28 00:00:00,,
B25A1581,001,1979/12/14 00:00:00,,
B25A1581,001,1979/12/28 00:00:00,,
B25A1581,001,1980/01/14 00:00:00,,
B25A1581,001,1980/01/28 00:00:00,,
B25A1581,001,1980/02/14 00:00:00,,
B25A1581,001,1980/02/28 00:00:00,,
B25A1581,001,1980/03/14 00:00:00,,
B25A1581,001,1980/03/28 00:00:00,,
B25A1581,001,1980/04/14 00:00:00,,
B25A1581,001,1980/04/28 00:00:00,,
B25A1581,001,1980/05/14 00:00:00,,
B25A1581,001,1980/05/28 00:00:00,,
B25A1581,001,1980/06/14 00:00:00,,
B25A1581,001,1980/06/28 00:00:00,,
B25A1581,001,1980/07/14 00:00:00,,
B25A1581,001,1980/07/28 00:00:00,,
B25A1581,001,1980/08/14 00:00:00,,
B25A1581,001,1980/08/28 00:00:00,,
B25A1581,001,1980/09/14 00:00:00,,
B25A1581,001,1980/09/28 00:00:00,,
B25A1581,001,1980/10/14 00:00:00,,
B25A1581,001,1980/10/28 00:00:00,,
B25A1581,001,1980/11/14 00:00:00,,
B25A1581,001,1980/11/28 00:00:00,,
B25A1581,001,1980/12/14 00:00:00,,
B25A1581,001,1980/12/28 00:00:00,,
B25A1581,001,1981/01/14 00:00:00,,
B25A1581,001,1981/01/28 00:00:00,,
B25A1581,001,1981/02/14 00:00:00,,
B25A1581,001,1981/02/28 00:00:00,,
B25A1581,001,1981/03/14 00:00:00,,
B25A1581,001,1981/03/28 00:00:00,,
B25A1581,001,1981/04/14 00:00:00,,
B25A1581,001,1981/04/28 00:00:00,,
B25A1581,001,1981/05/14 00:00:00,,
B25A1581,001,1981/05/28 00:00:00,,
B25A1581,001,1981/06/14 00:00:00,,
B25A1581,001,1981/06/28 00:00:00,,
B25A1581,001,1981/07/14 00:00:00,,
B25A1581,001,1981/07/28 00:00:00,,
B25A1581,001,1981/08/14 00:00:00,,
B25A1581,001,1981/08/28 00:00:00,,
B25A1581,001,1981/09/14 00:00:00,,
B25A1581,001,1981/09/28 00:00:00,,
B25A1581,001,1981/10/14 00:00:00,,
B25A1581,001,1981/10/28 00:00:00,,
B25A1581,001,1981/11/14 00:00:00,,
B25A1581,001,1981/11/28 00:00:00,,
B25A1581,001,1981/12/14 00:00:00,,
B25A1581,001,1981/12/28 00:00:00,,
B25A1581,001,1982/01/14 00:00:00,,
B25A1581,001,1982/01/28 00:00:00,,
B25A1581,001,1982/02/14 00:00:00,,
B25A1581,001,1982/02/28 00:00:00,,
